timestamp,tx,ty,tz,qx,qy,qz,qw
1540820265.5857,7.60510092909703,0.24069624308072027,-0.7543506052669631,-0.2692843969829142,-0.6617554918945092,0.6419225170388543,0.2783901054028874
1540820265.6507,7.604393631852556,0.2414033660893198,-0.7542628758106993,-0.2692273484330445,-0.6616602427464781,0.6419353781589399,0.27864189805844397
1540820265.7507,7.603792324796803,0.24239500517007598,-0.7538896346490971,-0.26908108625192423,-0.6614827743894256,0.6420575724083994,0.2789228621238024
1540820265.8507001,7.603930000953036,0.24360810924664356,-0.7534339827771028,-0.26900129375694815,-0.6613891830826666,0.6420855673499498,0.2791572425839608
1540820265.9507,7.6047870877534764,0.24497289819852835,-0.7525110154816886,-0.2689675558998369,-0.6615029580582846,0.6419518920687193,0.27922759855877666
1540820266.0507002,7.605304834001341,0.24611442719652324,-0.7516149955661371,-0.26900716885164716,-0.6616486147582679,0.6418205436500121,0.2791462727428975
1540820266.1507,7.605621511806223,0.24696801807529783,-0.7510005550460668,-0.26887037228458976,-0.6615709100729213,0.6419218897184134,0.27922918326111223
1540820266.2507,7.6064774326211015,0.24762449306240059,-0.7517461869292168,-0.2690567728794645,-0.6620283553793642,0.64145174254578,0.27904559853757027
1540820266.3507001,7.606413773087618,0.24592052598889194,-0.7525362074536522,-0.26937223948646793,-0.6626687518779615,0.6405589766159214,0.279271952204947
1540820266.4507,7.606266852506543,0.24457538128817424,-0.7527788537992057,-0.26993452874800644,-0.6628529996255081,0.6400289062509589,0.279507082351253
1540820266.5507002,7.606619489126424,0.2440981030252994,-0.752546113985309,-0.2697046754662697,-0.6635131134651366,0.639103213066496,0.2802785354898184
1540820266.6507,7.6060641020981565,0.24226827431412834,-0.7524538541590876,-0.26994844033927645,-0.666962376008603,0.6354183997399321,0.280230431422817
1540820266.7507,7.604174528485285,0.23750064404687898,-0.7503911722433537,-0.26889783517063304,-0.6702392513672294,0.6316259457485229,0.2819933374137705
1540820266.8507001,7.601460630113297,0.22851150377431492,-0.740217505543095,-0.2685613891818507,-0.6704020234417996,0.6306205362002637,0.28417102013987616
1540820266.9507,7.598659048126195,0.21414856081946337,-0.7152603745277165,-0.27011660279738947,-0.6686724400286692,0.6317079777180149,0.28435534524298367
1540820267.0507002,7.597422786178243,0.19586311271994503,-0.6791311601970138,-0.27400634225475196,-0.668896233714799,0.6321856409500555,0.27898170953037427
1540820267.1507,7.596577235481551,0.17499671546671197,-0.6345363146482136,-0.27707772529708374,-0.6697530602245139,0.6366085206887313,0.26331626181032697
1540820267.2507,7.596947300346146,0.15498140947862407,-0.5856696292962438,-0.28866346580807245,-0.681030347894264,0.6318996816578687,0.23108112439014422
1540820267.3507001,7.5872540895591545,0.135545202515298,-0.5311643580187395,-0.2982643811383145,-0.6952077653309945,0.6231132778489401,0.1984968534282585
1540820267.4507,7.554913825750934,0.11496990395487616,-0.47012652374624253,-0.29377366795028786,-0.7007579327153008,0.6222223685732075,0.18833194196441028
1540820267.5507002,7.502516557980876,0.09350201539545006,-0.4068655237283093,-0.28776946755739574,-0.7053772963764594,0.6196640498761932,0.18878787019422294
1540820267.6507,7.4317003122401415,0.06802352568435327,-0.33913565532052653,-0.2762493652701316,-0.7086807533593372,0.6187373010958637,0.1964393153571724
1540820267.7507,7.345788170598522,0.036398947462267704,-0.2655365810173599,-0.25946973045091326,-0.7130736978635381,0.6177432022320963,0.20631326917147405
1540820267.8507001,7.251373533789936,-0.004812382275086954,-0.18443962536887912,-0.24245639501695396,-0.7193763368475136,0.61661080572854,0.208498853778417
1540820267.9507,7.149627744402408,-0.056283137461196,-0.09872478050794063,-0.22081765448693538,-0.726120341664037,0.6159364755861173,0.21107644024022743
1540820268.0507002,7.042552566205785,-0.12016835937039176,-0.009590859075612117,-0.19756686518355465,-0.7322599022301455,0.614965586168468,0.21573815258632795
1540820268.1507,6.937404413767369,-0.19806052947323308,0.08052575277670684,-0.18437346829562898,-0.7451692210172526,0.6061933431653415,0.20785698933779842
1540820268.2507,6.832116834735602,-0.29259661180117386,0.17167819874659732,-0.16913049166553787,-0.7597311286102424,0.5959426538196265,0.19747447330412285
1540820268.3507001,6.727922445212571,-0.40623479204731844,0.2615994683979238,-0.1548916352821308,-0.7771034228687624,0.5828909771049053,0.17953936554674027
1540820268.4507,6.62446242255896,-0.5395916904454953,0.3442841639502866,-0.1453464446703639,-0.802118884432919,0.558402881365589,0.15309536290318113
1540820268.5507002,6.518715852846345,-0.6988956687208817,0.41690188359514413,-0.14463966235562686,-0.8294189402073131,0.5263008163966132,0.11799067974476285
1540820268.6507,6.400604268368783,-0.893409552777012,0.4792019633389939,-0.13646213633906337,-0.8475868972528052,0.5047490444819173,0.09012490726725497
1540820268.7507,6.2669691119806235,-1.1270596894928788,0.5296522735034553,-0.12172830342447932,-0.8551261229066586,0.4988262195662112,0.07113229122467236
1540820268.8507001,6.118261181026908,-1.4011709305841098,0.5692619818092809,-0.09235699624241342,-0.8547900092172204,0.5071487422172608,0.05881069248866247
1540820268.9507,5.959826989019486,-1.7144789555504039,0.6002518134171768,-0.04809568906379165,-0.8544106998477001,0.5145351491987443,0.05220881836689264
1540820269.0507002,5.799344635725874,-2.0667939151780264,0.6235295662428483,0.0038391690374836897,-0.8503701364160371,0.5236525781289273,0.048603810891812635
1540820269.1507,5.646232234969566,-2.455041420839752,0.6398462427328513,0.06276455723323808,-0.8403519004507427,0.5361141325412067,0.046090708648847546
1540820269.2507,5.512124456586427,-2.8741508302697527,0.6500634208427059,0.12278321448751131,-0.8276486834792717,0.5458218824619868,0.040893661808617796
1540820269.3507001,5.404901710401813,-3.319701374120909,0.6531781829400297,0.18433399772162737,-0.8107197643598643,0.5543361162402722,0.03305654720787413
1540820269.4507,5.33293779128984,-3.785371802537852,0.6519281269528211,0.24778092410850946,-0.7886789929232322,0.5618457944140607,0.022560654421941932
1540820269.5507002,5.306747256780119,-4.263720360554196,0.6508491418755353,0.3134668434146656,-0.7618521204010372,0.5663850795784038,0.007550398210888192
1540820269.6507,5.333794288458888,-4.747077325061508,0.6502988163322858,0.3822682092146444,-0.7279097230919482,0.5686468652918553,-0.009263201142080162
1540820269.7507,5.420793121421143,-5.22231872546087,0.6512945580388232,0.4554846100137913,-0.6847787745647541,0.5675540832549814,-0.028648530143771476
1540820269.8507001,5.575011124946859,-5.675294122834457,0.6510351443397453,0.5240851832933562,-0.6370070281910969,0.5619096881743184,-0.05643422753142002
1540820269.9507,5.79734068723676,-6.091458150957513,0.6455998903164542,0.5818983286981182,-0.5870385793282235,0.5531003061877628,-0.10068228625069146
1540820270.0507002,6.081944229670135,-6.461080677390839,0.6364773216025194,0.6334582859088094,-0.5211961648623791,0.5496717921838463,-0.1549192563817957
1540820270.1507,6.415408089563487,-6.774363020104675,0.6257669239078966,0.6825954773564752,-0.4371121403217041,0.5505673461706446,-0.19748824208235485
1540820270.2507,6.781787576626652,-7.015174741878404,0.6098449890962909,0.7185961482243628,-0.36242170731410167,0.5471359507071142,-0.22899275358469726
1540820270.3507001,7.167335875431546,-7.173173835980737,0.5832845876394748,0.7415620016680273,-0.3100914080159946,0.5347977164334992,-0.26006229037753764
1540820270.4507,7.558640866614861,-7.246023559683327,0.5444074106233784,0.7586269266184157,-0.28611575037464615,0.5084780966355198,-0.28956804578986545
1540820270.5507002,7.947846524702498,-7.235175719982979,0.49488847552786763,0.7637564204882499,-0.31932387521757366,0.4560381763081141,-0.3255544156787441
1540820270.6507,8.346785510063476,-7.15499505462132,0.4453324923122033,0.7513142911341997,-0.37822475656083077,0.39212153169786146,-0.3713326528562883
1540820270.7507,8.767019846315659,-7.028219299923717,0.4050587833725767,0.7331944393449505,-0.42725658652537646,0.3326312950064979,-0.41086278617916805
1540820270.8507001,9.218824446544543,-6.878978575334509,0.37373131925829617,0.7300444716165311,-0.4366786095834117,0.29525350631968794,-0.43483397333493007
1540820270.9507,9.704693150973142,-6.714590865732922,0.3485890669178173,0.7413733230977881,-0.41500780180844293,0.27815873850072054,-0.4479626007105917
1540820271.0507002,10.219710646008146,-6.530884618567183,0.32945667302267195,0.7538755002794357,-0.39150353088036316,0.266111330500086,-0.4555396407406434
1540820271.1507,10.761631094175579,-6.327484369463163,0.3119168113866432,0.7654407162747299,-0.36594034965135996,0.2682315002052874,-0.4562479584201502
1540820271.2507,11.325190456578087,-6.101882303067729,0.29103061850124723,0.7745049084808439,-0.3410603423392924,0.28493914146824834,-0.4500292467432313
1540820271.3507001,11.902491031484194,-5.849076174798479,0.2631735617791328,0.7819535432177367,-0.31684565343185767,0.306249189507195,-0.44079896039817645
1540820271.4507,12.484722620275289,-5.561274545934586,0.2268121833937542,0.7803446633863984,-0.3153924986666833,0.3147280538279328,-0.4387510575374205
1540820271.5507002,13.070943380337605,-5.237561904389924,0.18351083416846506,0.7665060848397611,-0.3469684787567469,0.3047483545767013,-0.44607502948622435
1540820271.6507,13.66823023471309,-4.887132440275359,0.1346861952004479,0.7434887210637704,-0.39821763508045016,0.2835173910667127,-0.45595610127465214
1540820271.7507,14.284954555702793,-4.522264369567148,0.0797351323317496,0.7180669964728628,-0.44690046939898453,0.26438411563524544,-0.46324490039137506
1540820271.8507001,14.925294269367939,-4.1571213930694375,0.01037261784894876,0.7103958922707376,-0.46048427039307155,0.26164559891336714,-0.4634742312791568
1540820271.9507,15.591766765510656,-3.7938986819028377,-0.07553739851844023,0.7228938250348567,-0.435470176236999,0.28241599172330584,-0.45589832684684006
1540820272.0507002,16.27957170543685,-3.4207208611661115,-0.1635819584260463,0.7354939640182117,-0.4088779152736678,0.30165574833366027,-0.4481480187166978
1540820272.1507,16.986832079962454,-3.0229838190076386,-0.24015268558837238,0.7321934014137184,-0.39727982829265934,0.30193420001109833,-0.46344060755038435
1540820272.2507,17.71598294652798,-2.599566157910315,-0.2831361188500652,0.2897947438747045,-0.15639023562420923,0.12079670520372414,-0.19266156866584144
1540820272.3507001,18.456163627511167,-2.162397515595288,-0.2789593123451272,-0.6981163368167745,0.3477147257801849,-0.29898980328301705,0.5496816141990185
1540820272.4507,19.196670845504446,-1.72167970458734,-0.22425486700861394,-0.6949827667712243,0.317358707412855,-0.28720427771162593,0.5776220752645146
1540820272.5507002,19.931111076076732,-1.2807856935278918,-0.12706146997530118,-0.7052173389058747,0.2761751800664767,-0.27543624044929305,0.5918590887458223
1540820272.6507,20.65351266421625,-0.8370141103577144,-0.006273127347156003,-0.7197316099290498,0.21726440619079823,-0.26444570746971563,0.6036454799975813
1540820272.7507,21.360520023722287,-0.38926037469557556,0.12333782041534397,-0.7331028703228298,0.13018253554902168,-0.27055984392114607,0.6095180886152904
1540820272.8507001,22.038110512389334,0.0693667176072916,0.2625204519451316,-0.7365242099635679,0.022778189333191635,-0.2982805159506605,0.6057653881755184
